CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76128.975,-26739.99,-84314.61,11127.78,0.0,0.0,0.0,0.0,5
-76131.855,-26742.105,-84304.98,11143.26,0.0,0.0,0.0,0.0,5
-76138.155,-26744.13,-84325.68,11117.52,0.0,0.0,0.0,0.0,5
-76142.295,-26743.545,-84342.195,11096.595,0.0,0.0,0.0,0.0,5
-76140.81,-26745.345,-84344.85,11097.54,0.0,0.0,0.0,0.0,5
-76134.51,-26744.04,-84326.04,11112.435,0.0,0.0,0.0,0.0,5
-76134.915,-26745.12,-84324.555,11116.26,0.0,0.0,0.0,0.0,5
-76135.5,-26747.64,-84323.385,11119.86,0.0,0.0,0.0,0.0,5
-76138.47,-26741.88,-84323.88,11122.785,0.0,0.0,0.0,0.0,5
-76133.25,-26737.83,-84324.195,11116.485,0.0,0.0,0.0,0.0,5
-76133.295,-26739.855,-84317.22,11124.27,0.0,0.0,0.0,0.0,5
-76135.77,-26739.0,-84335.265,11101.455,0.0,0.0,0.0,0.0,5
-76136.805,-26739.81,-84334.815,11103.435,0.0,0.0,0.0,0.0,5
-76138.965,-26740.26,-84330.18,11110.455,0.0,0.0,0.0,0.0,5
-76141.17,-26742.24,-84337.155,11100.78,0.0,0.0,0.0,0.0,5
-76138.38,-26744.49,-84332.745,11107.125,0.0,0.0,0.0,0.0,5
-76138.245,-26747.19,-84332.07,11111.535,0.0,0.0,0.0,0.0,5
-76135.095,-26744.805,-84324.915,11119.095,0.0,0.0,0.0,0.0,5
-76140.27,-26735.67,-84325.5,11120.31,0.0,0.0,0.0,0.0,5
-76138.335,-26727.93,-84316.14,11125.62,0.0,0.0,0.0,0.0,5
-76130.37,-26728.245,-84324.69,11111.805,0.0,0.0,0.0,0.0,5
-76137.795,-26729.955,-84330.81,11107.305,0.0,0.0,0.0,0.0,5
-76138.155,-26730.54,-84330.27,11109.42,0.0,0.0,0.0,0.0,5
-76138.83,-26730.27,-84327.345,11116.17,0.0,0.0,0.0,0.0,5
-76136.715,-26733.42,-84323.475,11117.88,0.0,0.0,0.0,0.0,5
-76133.835,-26733.015,-84320.1,11121.03,0.0,0.0,0.0,0.0,5
-76134.825,-26733.15,-84320.37,11123.01,0.0,0.0,0.0,0.0,5
-76131.81,-26732.115,-84320.595,11120.67,0.0,0.0,0.0,0.0,5
